PublicLawNo,Year,Congress,HouseBill,SenateBill,Democrat,HouseCommittee,SenateCommittee,MajorTopic,subTopicCode,DateIntroduced,DatePassedHouse,DatePassedSenate,DateSigned
96262,1980,96,HR4890,,1,116,207,Agriculture,408,0,0,0,0
96263,1980,96,HR3789,,1,102,,Environment,711,0,0,0,0
96264,1980,96,HR7428,,1,124,,Macroeconomics,105,0,0,0,0
96265,1980,96,HR3236,,1,124,,Social Welfare,1304,0,0,0,0
96266,1980,96,HJRES445,,0,117,216,Health,336,0,0,0,0
96267,1980,96,HR6727,,0,116,209,Public Lands,2103,0,0,0,0
96268,1980,96,,S1786,1,112,218,Public Lands,2101,0,0,0,0
96269,1980,96,,S2517,1,112,218,Government Operations,2008,0,0,0,0
96270,1980,96,,S1658,0,,217,Environment,708,0,0,0,0
96271,1980,96,,S2666,1,,212,Foreign Trade,1802,0,0,0,0
96272,1980,96,HR3434,,1,124,211,Social Welfare,1302,0,0,0,0
96273,1980,96,HR4453,,1,109,217,Health,321,0,0,0,0
96274,1980,96,HR2102,,0,114,252,Public Lands,2102,0,0,0,0
96275,1980,96,HR6842,,1,117,213,Foreign Trade,1803,0,0,0,0
96276,1980,96,HR6285,,1,102,202,Agriculture,403,0,0,0,0
96277,1980,96,HR3979,,1,114,252,Public Lands,2102,0,0,0,0
96278,1980,96,,SJRES127,1,117,216,Government Operations,2099,0,0,0,0
96279,1980,96,HJRES442,,1,117,216,Government Operations,2099,0,0,0,0
96280,1980,96,,SJRES89,1,,212,Foreign Trade,1803,0,0,0,0
96281,1980,96,,SJRES183,1,117,216,Government Operations,2099,0,0,0,0
96282,1980,96,HJRES521,,1,103,203,Defense,1608,0,0,0,0
96283,1980,96,HR2759,,1,114,,Public Lands,2103,0,0,0,0
96284,1980,96,,S2460,1,,204,Defense,1608,0,0,0,0
96285,1980,96,HR6022,,1,116,209,Public Lands,2101,0,0,0,0
96286,1980,96,HJRES569,,1,,,Macroeconomics,105,0,0,0,0
96287,1980,96,HR5926,,1,114,208,Public Lands,2101,0,0,0,0
96288,1980,96,HR6169,,0,116,,Public Lands,2101,0,0,0,0
96289,1980,96,HR6614,,1,116,207,Education,601,0,0,0,0
96290,1980,96,HR4887,,1,116,209,Public Lands,2101,0,0,0,0
96291,1980,96,HR4889,,1,116,209,Public Lands,2101,0,0,0,0
96292,1980,96,HR5259,,0,118,209,Government Operations,2008,0,0,0,0
96293,1980,96,HR7685,,1,108,,Domestic Commerce,1520,0,0,0,0
96294,1980,96,,S932,1,,205,Energy,806,0,0,0,0
96295,1980,96,,S562,1,,209,Energy,801,0,0,0,0
96296,1980,96,,S2245,1,,207,Transportation,1006,0,0,0,0
96297,1980,96,,SJRES119,0,112,218,Public Lands,2101,0,0,0,0
96298,1980,96,HR7477,,1,124,211,Transportation,1003,0,0,0,0
96299,1980,96,,SJRES115,1,117,216,Government Operations,2099,0,0,0,0
96300,1980,96,,SJRES188,1,,209,Environment,705,0,0,0,0
96301,1980,96,HR5751,,1,114,208,Public Lands,2101,0,0,0,0
96302,1980,96,,S2698,1,,219,Domestic Commerce,1521,0,0,0,0
96303,1980,96,HR5997,,1,117,,Government Operations,2012,0,0,0,0
96304,1980,96,HR7542,,1,103,203,Government Operations,2000,0,0,0,0
96305,1980,96,,S751,1,,,Public Lands,2102,0,0,0,0
96306,1980,96,HR7482,,1,105,,International Affairs,1926,0,0,0,0
96307,1980,96,,SJRES,1,,216,Defense,1608,0,0,0,0
96308,1980,96,,S598,1,115,216,Domestic Commerce,1520,0,0,0,0
96309,1980,96,,S2546,0,114,208,Public Lands,2104,0,0,0,0
96310,1980,96,HR7474,,1,120,,Energy,806,0,0,0,0
96311,1980,96,HR7573,,0,114,,Public Lands,2103,0,0,0,0
96312,1980,96,,S2009,1,114,208,Public Lands,2103,0,0,0,0
96313,1980,96,,SJRES180,1,112,218,Public Lands,2101,0,0,0,0
96314,1980,96,,SJRES181,1,112,218,Public Lands,2101,0,0,0,0
96315,1980,96,,S2382,0,,209,Government Operations,2008,0,0,0,0
96316,1980,96,,S2240,1,,207,Science & Technology,1701,0,0,0,0
96317,1980,96,,S1647,1,115,213,Civil Rights,201,0,0,0,0
96318,1980,96,,S1466,0,114,252,Public Lands,2102,0,0,0,0
96319,1980,96,,S2508,1,114,252,Public Lands,2102,0,0,0,0
96320,1980,96,,S2492,1,,207,Energy,806,0,0,0,0
96321,1980,96,,S2995,1,,,Environment,799,0,0,0,0
96322,1980,96,HR6666,,1,116,207,Transportation,1007,0,0,0,0
96323,1980,96,HR5580,,1,104,204,Defense,1602,0,0,0,0
96324,1980,96,HR1198,,1,116,207,Transportation,1007,0,0,0,0
96325,1980,96,HR6613,,1,116,207,Transportation,1007,0,0,0,0
96326,1980,96,HR827,,1,117,213,Government Operations,2003,0,0,0,0
96327,1980,96,,S1916,0,,212,Foreign Trade,1804,0,0,0,0
96328,1980,96,HR5748,,0,104,204,Defense,1612,0,0,0,0
96329,1980,96,HR7786,,1,115,,Crime,1201,0,0,0,0
96330,1980,96,HR7102,,1,123,,Health,325,0,0,0,0
96331,1980,96,,S1863,1,116,207,Defense,1606,0,0,0,0
96332,1980,96,,S1140,1,,207,Environment,710,0,0,0,0
96333,1980,96,,S1730,0,114,252,Public Lands,2102,0,0,0,0
96334,1980,96,HJRES589,,1,103,,Foreign Trade,1803,0,0,0,0
96335,1980,96,HR507,,1,114,208,Public Lands,2104,0,0,0,0
96336,1980,96,,S496,1,,208,Environment,701,0,0,0,0
96337,1980,96,,SJRES83,1,112,218,Public Lands,2101,0,0,0,0
96338,1980,96,,S1998,1,114,252,Public Lands,2102,0,0,0,0
96339,1980,96,,S2549,1,,207,International Affairs,1902,0,0,0,0
96340,1980,96,,S2055,0,,252,Public Lands,2102,0,0,0,0
96341,1980,96,HR8010,,1,108,,Labor,502,0,0,0,0
96342,1980,96,HR6974,,1,104,204,Defense,1610,0,0,0,0
96343,1980,96,HR5168,,1,104,204,Defense,1608,0,0,0,0
96344,1980,96,,S2680,1,114,208,Public Lands,2101,0,0,0,0
96345,1980,96,HR5892,,1,120,208,Energy,806,0,0,0,0
96346,1980,96,HR7072,,1,111,213,Government Operations,2004,0,0,0,0
96347,1980,96,HR1781,,0,117,213,Defense,1616,0,0,0,0
96348,1980,96,HR1967,,0,114,208,Public Lands,2101,0,0,0,0
96349,1980,96,,S390,1,115,216,Domestic Commerce,1520,0,0,0,0
96350,1980,96,HR2538,,1,116,207,Crime,1203,0,0,0,0
96351,1980,96,HR4627,,1,104,204,Defense,1608,0,0,0,0
96352,1980,96,HJRES607,,1,103,,Defense,1609,0,0,0,0
96353,1980,96,HJRES594,,1,117,216,Government Operations,2099,0,0,0,0
96354,1980,96,,S299,1,,216,Domestic Commerce,1520,0,0,0,0
96355,1980,96,,S670,1,,202,Housing & Development,1405,0,0,0,0
96356,1980,96,,S1625,1,102,202,Agriculture,499,0,0,0,0
96357,1980,96,HR5766,,1,,,Education,601,0,0,0,0
96358,1980,96,,S261,1,102,202,Agriculture,402,0,0,0,0
96359,1980,96,HR6940,,1,109,217,Agriculture,403,0,0,0,0
96360,1980,96,HR3210,,1,114,208,Public Lands,2104,0,0,0,0
96361,1980,96,HR6511,,1,118,209,Government Operations,2008,0,0,0,0
96362,1980,96,,S1650,1,,202,Agriculture,498,0,0,0,0
96363,1980,96,,S2223,1,114,252,Public Lands,2102,0,0,0,0
96364,1980,96,HR3904,,1,108,,Labor,503,0,0,0,0
96365,1980,96,,S1125,1,,202,Agriculture,402,0,0,0,0
96366,1980,96,HR3292,,0,116,209,Environment,709,0,0,0,0
96367,1980,96,HR7590,,1,103,203,Public Lands,2104,0,0,0,0
96368,1980,96,,S2443,1,,208,Environment,704,0,0,0,0
96369,1980,96,HJRES610,,1,103,203,Government Operations,2000,0,0,0,0
96370,1980,96,HR7825,,1,114,,Public Lands,2101,0,0,0,0
96371,1980,96,HJRES551,,1,117,216,Government Operations,2099,0,0,0,0
96372,1980,96,,SJRES209,1,,,Housing & Development,1406,0,0,0,0
96373,1980,96,HR6395,,1,109,207,Domestic Commerce,1525,0,0,0,0
96374,1980,96,HR5192,,1,108,217,Education,601,0,0,0,0
96375,1980,96,HR5278,,1,114,208,Public Lands,2104,0,0,0,0
96376,1980,96,,S2489,1,,207,Transportation,1007,0,0,0,0
96377,1980,96,HR7478,,1,124,211,Domestic Commerce,1502,0,0,0,0
96378,1980,96,HR5164,,1,116,207,Transportation,1007,0,0,0,0
96379,1980,96,,S1895,0,114,209,Public Lands,2104,0,0,0,0
96380,1980,96,HR6242,,1,116,207,Transportation,1007,0,0,0,0
96381,1980,96,,S1123,1,,207,Environment,710,0,0,0,0
96382,1980,96,HR3748,,1,116,207,Transportation,1007,0,0,0,0
96383,1980,96,HR8018,,1,118,209,Public Lands,2104,0,0,0,0
96384,1980,96,HR8024,,1,118,209,Public Lands,2104,0,0,0,0
96385,1980,96,HR7511,,1,123,,Defense,1609,0,0,0,0
96386,1980,96,HR6308,,1,120,208,Energy,806,0,0,0,0
96387,1980,96,,S1442,1,116,207,Transportation,1007,0,0,0,0
96388,1980,96,HR8081,,1,114,,Public Lands,2101,0,0,0,0
96389,1980,96,,S2271,1,105,212,International Affairs,1906,0,0,0,0
96390,1980,96,HR4792,,1,118,209,Government Operations,2008,0,0,0,0
96391,1980,96,HR5410,,1,117,213,Government Operations,2004,0,0,0,0
96392,1980,96,HR5732,,0,118,209,Government Operations,2008,0,0,0,0
96393,1980,96,HR6531,,1,118,209,Government Operations,2008,0,0,0,0
96394,1980,96,HR7414,,1,118,209,Government Operations,2008,0,0,0,0
96395,1980,96,HR7450,,1,118,209,Government Operations,2008,0,0,0,0
96396,1980,96,HR7782,,1,107,213,Government Operations,2004,0,0,0,0
96397,1980,96,HR8202,,1,115,216,Crime,1201,0,0,0,0
96398,1980,96,,S1177,1,,217,Health,333,0,0,0,0
96399,1980,96,,S2719,1,,205,Housing & Development,1400,0,0,0,0
96400,1980,96,HR7831,,1,103,203,Transportation,1000,0,0,0,0
96401,1980,96,,S2126,1,114,252,Public Lands,2102,0,0,0,0
96402,1980,96,,S91,0,104,204,Defense,1609,0,0,0,0
96403,1980,96,HR7670,,1,124,211,Macroeconomics,107,0,0,0,0
96404,1980,96,,S341,1,114,252,Public Lands,2102,0,0,0,0
96405,1980,96,,S1795,1,114,252,Public Lands,2102,0,0,0,0
96406,1980,96,,S2398,0,114,208,Public Lands,2101,0,0,0,0
96407,1980,96,HR3956,,1,110,212,International Affairs,1921,0,0,0,0
96408,1980,96,HR7130,,1,118,209,Government Operations,2008,0,0,0,0
96409,1980,96,HR7309,,1,118,209,Government Operations,2008,0,0,0,0
96410,1980,96,HR7544,,1,118,,Government Operations,2008,0,0,0,0
96411,1980,96,HR7588,,0,118,209,Government Operations,2008,0,0,0,0
96412,1980,96,HR7770,,1,118,209,Government Operations,2008,0,0,0,0
96413,1980,96,HR8161,,1,118,209,Government Operations,2008,0,0,0,0
96414,1980,96,HJRES472,,0,117,216,Government Operations,2099,0,0,0,0
96415,1980,96,,S2801,1,114,252,Government Operations,2008,0,0,0,0
96416,1980,96,HJRES560,,1,117,216,Agriculture,499,0,0,0,0
96417,1980,96,,S1654,1,115,216,Crime,1204,0,0,0,0
96418,1980,96,HR7301,,1,104,,Defense,1611,0,0,0,0
96419,1980,96,,SJRES201,1,,216,Health,336,0,0,0,0
96420,1980,96,HR7910,,0,114,,Public Lands,2102,0,0,0,0
96421,1980,96,,SJRES82,0,117,216,Government Operations,2099,0,0,0,0
96422,1980,96,HR7859,,1,108,217,Immigration,900,0,0,0,0
96423,1980,96,,S2730,1,,207,Transportation,1005,0,0,0,0
96424,1980,96,,S2730,1,,,Immigration,900,0,0,0,0
96425,1980,96,,S2475,1,109,207,Energy,807,0,0,0,0
96426,1980,96,,S3148,0,,209,Government Operations,2008,0,0,0,0
96427,1980,96,HR7666,,1,117,,Government Operations,2004,0,0,0,0
96428,1980,96,HR7218,,1,114,,Public Lands,2101,0,0,0,0
96429,1980,96,,S3044,0,,209,Government Operations,2008,0,0,0,0
96430,1980,96,HR7434,,1,114,208,Public Lands,2101,0,0,0,0
96431,1980,96,HR6065,,1,117,213,Defense,1608,0,0,0,0
96432,1980,96,HR6331,,1,118,,Government Operations,2008,0,0,0,0
96433,1980,96,HR7939,,1,109,,Domestic Commerce,1502,0,0,0,0
96434,1980,96,,S1796,1,114,252,Public Lands,2102,0,0,0,0
96435,1980,96,HR7411,,1,114,208,Public Lands,2101,0,0,0,0
96436,1980,96,HR7592,,1,103,203,Defense,1611,0,0,0,0
96437,1980,96,HR5546,,1,102,202,Agriculture,401,0,0,0,0
96438,1980,96,,S985,1,,202,Agriculture,402,0,0,0,0
96439,1980,96,HR7779,,1,124,211,Crime,1204,0,0,0,0
96440,1980,96,,S1790,1,,216,Civil Rights,208,0,0,0,0
96441,1980,96,HR8103,,1,,,Public Lands,2101,0,0,0,0
96442,1980,96,HR5048,,1,114,208,Public Lands,2101,0,0,0,0
96443,1980,96,HJRES568,,1,117,216,Government Operations,2099,0,0,0,0
96444,1980,96,,S2936,1,112,218,Government Operations,2011,0,0,0,0
96445,1980,96,HR6440,,0,110,212,International Affairs,1921,0,0,0,0
96446,1980,96,,S2185,0,118,213,Domestic Commerce,1523,0,0,0,0
96447,1980,96,,S2511,1,,216,Civil Rights,200,0,0,0,0
96448,1980,96,,S1946,1,109,207,Transportation,1005,0,0,0,0
96449,1980,96,HR7085,,1,110,,International Affairs,1927,0,0,0,0
96450,1980,96,,S2597,1,,253,Defense,1603,0,0,0,0
96451,1980,96,HR4310,,1,116,207,Public Lands,2101,0,0,0,0
96452,1980,96,HR7665,,1,115,,Crime,1204,0,0,0,0
96453,1980,96,HR5451,,1,116,207,Education,601,0,0,0,0
96454,1980,96,,S1798,1,118,207,Domestic Commerce,1520,0,0,0,0
96455,1980,96,HR4273,,1,115,,Domestic Commerce,1522,0,0,0,0
96456,1980,96,,S1482,1,151,216,Crime,1204,0,0,0,0
96457,1980,96,,S1640,1,,209,Public Lands,2104,0,0,0,0
96458,1980,96,,S1873,1,115,216,Crime,1204,0,0,0,0
96459,1980,96,HR5664,,1,116,207,Transportation,1007,0,0,0,0
96460,1980,96,HR4417,,0,120,213,Environment,710,0,0,0,0
96461,1980,96,,S2320,1,,207,Domestic Commerce,1500,0,0,0,0
96462,1980,96,HR8178,,1,115,,Crime,1204,0,0,0,0
96463,1980,96,,S2412,0,109,209,Environment,707,0,0,0,0
96464,1980,96,,S2622,1,,207,Environment,710,0,0,0,0
96465,1980,96,HR6790,,1,110,,International Affairs,1900,0,0,0,0
96466,1980,96,HR5288,,1,123,,Education,601,0,0,0,0
96467,1980,96,HR3122,,1,124,211,Foreign Trade,1807,0,0,0,0
96468,1980,96,HR6593,,0,102,,Environment,703,0,0,0,0
96469,1980,96,,S2043,1,102,202,Health,331,0,0,0,0
96470,1980,96,HR6686,,1,111,,Government Operations,2002,0,0,0,0
96471,1980,96,HR6883,,1,124,211,Macroeconomics,107,0,0,0,0
96472,1980,96,,S1393,1,,207,Science & Technology,1708,0,0,0,0
96473,1980,96,HR5295,,1,124,211,Social Welfare,1303,0,0,0,0
96474,1980,96,HR5326,,0,102,,Public Lands,2103,0,0,0,0
96475,1980,96,HR6816,,1,114,,Energy,805,0,0,0,0
96476,1980,96,,S3072,1,,208,Public Lands,2101,0,0,0,0
96477,1980,96,HR7554,,0,109,,Domestic Commerce,1521,0,0,0,0
96478,1980,96,HR6665,,1,116,207,International Affairs,1902,0,0,0,0
96479,1980,96,HR2743,,1,120,207,Science & Technology,1798,0,0,0,0
96480,1980,96,HR2743,,1,120,207,Science & Technology,1700,0,0,0,0
96481,1980,96,HR5612,,1,121,219,Domestic Commerce,1521,0,0,0,0
96482,1980,96,,S1156,1,,209,Environment,703,0,0,0,0
96483,1980,96,,S2725,1,,209,Environment,701,0,0,0,0
96484,1980,96,HR7212,,0,114,252,Public Lands,2102,0,0,0,0
96485,1980,96,,SJRES156,1,117,216,Government Operations,2099,0,0,0,0
96486,1980,96,,S2357,1,115,216,Crime,1204,0,0,0,0
96487,1980,96,HR39,,1,114,208,Public Lands,2103,0,0,0,0
96488,1980,96,HR8329,,1,104,204,Defense,1606,0,0,0,0
96489,1980,96,,S43,0,115,216,Public Lands,2101,0,0,0,0
96490,1980,96,HR7942,,1,124,,Foreign Trade,1802,0,0,0,0
96491,1980,96,,S1135,1,,208,Public Lands,2102,0,0,0,0
96492,1980,96,HR8112,,1,114,,Public Lands,2102,0,0,0,0
96493,1980,96,,S2251,1,115,216,Domestic Commerce,1520,0,0,0,0
96494,1980,96,HR3765,,1,102,,Agriculture,404,0,0,0,0
96495,1980,96,HR4084,,1,114,208,Public Lands,2104,0,0,0,0
96496,1980,96,,S1386,1,108,217,Education,609,0,0,0,0
96497,1980,96,,S1179,1,115,216,Government Operations,2099,0,0,0,0
96498,1980,96,,S3193,1,,209,Government Operations,2008,0,0,0,0
96499,1980,96,HR7765,,1,106,206,Macroeconomics,105,0,0,0,0
96500,1980,96,HR2510,,1,117,213,Government Operations,2004,0,0,0,0
96501,1980,96,,S885,1,109,208,Energy,802,0,0,0,0
96502,1980,96,HR8117,,1,109,209,Environment,701,0,0,0,0
96503,1980,96,HJRES634,,1,,,Crime,1201,0,0,0,0
96504,1980,96,HR2583,,1,117,213,Government Operations,2004,0,0,0,0
96505,1980,96,HR5108,,0,114,,Public Lands,2102,0,0,0,0
96506,1980,96,,S3152,1,,,Housing & Development,1405,0,0,0,0
96507,1980,96,HR4892,,1,109,207,Science & Technology,1707,0,0,0,0
96508,1980,96,,S2362,1,,205,Macroeconomics,110,0,0,0,0
96509,1980,96,,S2441,1,,216,Crime,1206,0,0,0,0
96510,1980,96,HR7020,,1,109,,Environment,704,0,0,0,0
96511,1980,96,HR6410,,1,111,,Government Operations,2002,0,0,0,0
96512,1980,96,HR6889,,1,120,208,Energy,806,0,0,0,0
96513,1980,96,,S1918,1,104,204,Defense,1608,0,0,0,0
96514,1980,96,HR7724,,1,103,203,Public Lands,2100,0,0,0,0
96515,1980,96,HR5496,,1,114,,Public Lands,2101,0,0,0,0
96516,1980,96,,S568,1,,217,Science & Technology,1798,0,0,0,0
96517,1980,96,HR6933,,1,115,216,Domestic Commerce,1522,0,0,0,0
96518,1980,96,,SJRES213,1,,,Government Operations,2008,0,0,0,0
96519,1980,96,HR6086,,1,115,216,International Affairs,1929,0,0,0,0
96520,1980,96,HR8228,,1,,,Transportation,1007,0,0,0,0
96521,1980,96,HR6211,,0,114,,Public Lands,2103,0,0,0,0
96522,1980,96,HR7805,,1,112,,Education,609,0,0,0,0
96523,1980,96,HR7466,,1,117,,Government Operations,2004,0,0,0,0
96524,1980,96,HR7815,,1,118,209,Government Operations,2008,0,0,0,0
96525,1980,96,HR8388,,1,,212,International Affairs,1901,0,0,0,0
96526,1980,96,HR7631,,1,103,203,Housing & Development,1400,0,0,0,0
96527,1980,96,HR8105,,1,103,203,Defense,1600,0,0,0,0
96528,1980,96,HR7591,,1,103,203,Agriculture,400,0,0,0,0
96529,1980,96,HJRES205,,1,,,Public Lands,2101,0,0,0,0
96530,1980,96,HR8061,,1,103,203,Government Operations,2014,0,0,0,0
96531,1980,96,HR6243,,1,118,209,Government Operations,2101,0,0,0,0
96532,1980,96,,S2134,1,,209,Government Operations,2008,0,0,0,0
96533,1980,96,HR6942,,1,110,,International Affairs,1901,0,0,0,0
96534,1980,96,,S1835,1,111,213,Government Operations,2001,0,0,0,0
96535,1980,96,HR5856,,1,104,204,Defense,1612,0,0,0,0
96536,1980,96,HJRES644,,1,,,Government Operations,2000,0,0,0,0
96537,1980,96,,S2728,1,,252,Public Lands,2102,0,0,0,0
96538,1980,96,,S988,1,,217,Health,301,0,0,0,0
96539,1980,96,HR7018,,1,,,Agriculture,405,0,0,0,0
96540,1980,96,,S3074,1,,204,Defense,1600,0,0,0,0
96541,1980,96,HR6975,,1,124,211,Foreign Trade,1807,0,0,0,0
96542,1980,96,,S3235,1,,,Foreign Trade,1800,0,0,0,0
96543,1980,96,HR7385,,1,114,,Public Lands,2103,0,0,0,0
96544,1980,96,HJRES601,,1,103,203,International Affairs,1906,0,0,0,0
96545,1980,96,HR1298,,1,118,209,Government Operations,2008,0,0,0,0
96546,1980,96,HR8173,,1,,212,International Affairs,1929,0,0,0,0
96547,1980,96,,S1391,1,120,207,Science & Technology,1708,0,0,0,0
96548,1980,96,HR8404,,1,118,,Government Operations,2008,0,0,0,0
96549,1980,96,,S1972,0,114,208,Public Lands,2103,0,0,0,0
96550,1980,96,HR8298,,0,114,208,Public Lands,2103,0,0,0,0
96551,1980,96,HR8235,,1,,,Public Lands,2104,0,0,0,0
96552,1980,96,HR3351,,1,104,204,Defense,1608,0,0,0,0
96553,1980,96,,S2318,0,,208,Public Lands,2101,0,0,0,0
96554,1980,96,,S1996,1,102,202,Environment,707,0,0,0,0
96555,1980,96,HR5182,,1,114,208,Public Lands,2101,0,0,0,0
96556,1980,96,HJRES570,,1,,211,Macroeconomics,105,0,0,0,0
96557,1980,96,HR7147,,1,114,252,Public Lands,2102,0,0,0,0
96558,1980,96,,S2069,1,118,218,Government Operations,2008,0,0,0,0
96559,1980,96,HR2170,,1,115,,Government Operations,2015,0,0,0,0
96560,1980,96,HR5487,,1,114,208,Public Lands,2103,0,0,0,0
96561,1980,96,,S2163,1,116,207,Environment,709,0,0,0,0
96563,1980,96,HJRES615,,1,112,218,Public Lands,2101,0,0,0,0
96564,1980,96,,S2227,1,115,216,Public Lands,2104,0,0,0,0
96565,1980,96,HR7217,,1,114,208,Public Lands,2101,0,0,0,0
96566,1980,96,HJRES642,,1,,,Government Operations,2011,0,0,0,0
96567,1980,96,HR7865,,1,120,208,Energy,801,0,0,0,0
96568,1980,96,,S3027,1,,209,Domestic Commerce,1523,0,0,0,0
96569,1980,96,,S2726,1,,209,Environment,798,0,0,0,0
96570,1980,96,HR2111,,1,114,208,Public Lands,2104,0,0,0,0
96571,1980,96,,S1784,0,,208,Energy,802,0,0,0,0
96572,1980,96,,S1148,1,,209,Environment,710,0,0,0,0
96573,1980,96,,S2189,1,,208,Environment,704,0,0,0,0
96574,1980,96,HR999,,1,102,202,Agriculture,404,0,0,0,0
96575,1980,96,HR4941,,1,118,209,Public Lands,2104,0,0,0,0
96576,1980,96,HR8345,,0,118,209,Government Operations,2008,0,0,0,0
96577,1980,96,HJRES337,,1,117,,Government Operations,2099,0,0,0,0
96578,1980,96,HR7709,,1,124,211,Foreign Trade,1807,0,0,0,0
96579,1980,96,HR7626,,1,104,204,Defense,1608,0,0,0,0
96580,1980,96,,S3096,1,,208,Public Lands,2101,0,0,0,0
96581,1980,96,,S1985,1,114,208,Public Lands,2103,0,0,0,0
96582,1980,96,HR8195,,1,109,217,Labor,503,0,0,0,0
96583,1980,96,HR6796,,1,108,217,Labor,502,0,0,0,0
96584,1980,96,HR7682,,1,104,204,Defense,1612,0,0,0,0
96585,1980,96,HR7814,,0,114,208,Public Lands,2101,0,0,0,0
96586,1980,96,HR7306,,1,114,208,Public Lands,2103,0,0,0,0
96587,1980,96,,S1142,1,,209,Public Lands,2101,0,0,0,0
96588,1980,96,,S3212,1,,209,Government Operations,2008,0,0,0,0
96589,1980,96,HR5043,,1,124,211,Macroeconomics,107,0,0,0,0
96590,1980,96,,S3261,1,,,Science & Technology,1700,0,0,0,0
96591,1980,96,HR6671,,1,,207,Transportation,1007,0,0,0,0
96592,1980,96,,S1465,1,102,202,Agriculture,402,0,0,0,0
96593,1980,96,HR4774,,1,108,217,Labor,504,0,0,0,0
96594,1980,96,HR1196,,1,116,207,Transportation,1007,0,0,0,0
96595,1980,96,HR4968,,1,124,211,Macroeconomics,107,0,0,0,0
96596,1980,96,HR5391,,1,124,211,Macroeconomics,107,0,0,0,0
96597,1980,96,HR8444,,1,114,208,Public Lands,2100,0,0,0,0
96598,1980,96,HR3317,,1,124,211,Education,601,0,0,0,0
96599,1980,96,HR3637,,1,124,211,Agriculture,401,0,0,0,0
96600,1980,96,HR7694,,1,104,204,Defense,1616,0,0,0,0
96601,1980,96,HR5505,,1,124,211,Macroeconomics,107,0,0,0,0
96602,1980,96,,S1803,1,114,208,Public Lands,2101,0,0,0,0
96603,1980,96,HR4155,,1,124,211,Education,601,0,0,0,0
96604,1980,96,HR7112,,1,111,,Housing & Development,1403,0,0,0,0
96605,1980,96,HR7956,,1,124,211,Macroeconomics,107,0,0,0,0
96606,1980,96,HR5737,,1,110,212,Defense,1619,0,0,0,0
96607,1980,96,,S2363,0,114,208,Public Lands,2101,0,0,0,0
96608,1980,96,HR5973,,1,124,211,Macroeconomics,107,0,0,0,0
96609,1980,96,HR5047,,0,124,211,Foreign Trade,1807,0,0,0,0
96610,1980,96,,S2729,1,,209,Government Operations,2008,0,0,0,0
96611,1980,96,HR8406,,1,,,Health,331,0,0,0,0
96612,1980,96,,S2261,0,114,208,Public Lands,2103,0,0,0,0
96613,1980,96,HR7171,,1,124,211,Macroeconomics,107,0,0,0,0
97001,1981,97,,SJRES16,0,,,International Affairs,1927,0,0,0,0
97002,1981,97,HR1553,,1,124,,Macroeconomics,105,0,0,0,0
97003,1981,97,,S253,0,115,,Civil Rights,201,0,0,0,0
97004,1981,97,,S272,0,,218,Government Operations,2011,0,0,0,0
97005,1981,97,HR2166,,1,109,,Energy,803,0,0,0,0
97006,1981,97,,S509,0,,202,Agriculture,402,0,0,0,0
97007,1981,97,,S840,0,115,,Crime,1201,0,0,0,0
97008,1981,97,,SJRES61,0,,,Immigration,900,0,0,0,0
97009,1981,97,HJRES182,,1,117,,Defense,1609,0,0,0,0
97010,1981,97,HJRES155,,1,117,216,Government Operations,2099,0,0,0,0
97011,1981,97,,S730,1,,202,Agriculture,402,0,0,0,0
97012,1981,97,HR3512,,1,,203,Government Operations,2000,0,0,0,0
97013,1981,97,,SJRES50,1,117,216,Defense,1608,0,0,0,0
97014,1981,97,,S1070,0,,217,Labor,506,0,0,0,0
97015,1981,97,HR2156,,1,123,,Health,325,0,0,0,0
97016,1981,97,,S1213,0,,209,Environment,710,0,0,0,0
97017,1981,97,HJRES288,,1,,,Government Operations,2099,0,0,0,0
97018,1981,97,HR3991,,1,102,,Social Welfare,1301,0,0,0,0
97019,1981,97,,S1123,0,112,218,Government Operations,2011,0,0,0,0
97020,1981,97,,S1124,0,112,218,Government Operations,2011,0,0,0,0
97021,1981,97,HJRES238,,1,114,208,Public Lands,2105,0,0,0,0
97022,1981,97,HR3807,,1,104,,Defense,1608,0,0,0,0
97023,1981,97,HR3520,,1,109,209,Environment,700,0,0,0,0
97024,1981,97,,S1395,0,,202,Agriculture,404,0,0,0,0
97025,1981,97,HR31,,1,105,,Domestic Commerce,1504,0,0,0,0
97026,1981,97,HJRES308,,1,103,,Health,300,0,0,0,0
97027,1981,97,HJRES84,,0,117,216,Health,331,0,0,0,0
97028,1981,97,,SJRES28,0,117,216,Government Operations,2099,0,0,0,0
97029,1981,97,HJRES191,,0,117,,Crime,1208,0,0,0,0
97030,1981,97,,S1040,0,,213,Government Operations,2014,0,0,0,0
97031,1981,97,HR4074,,1,116,,Transportation,1007,0,0,0,0
97032,1981,97,,SJRES64,0,117,216,Defense,1609,0,0,0,0
97033,1981,97,,S1104,0,,207,Foreign Trade,1804,0,0,0,0
97034,1981,97,HR4242,,1,124,,Macroeconomics,107,0,0,0,0
97035,1981,97,HR3982,,1,,,Macroeconomics,105,0,0,0,0
97036,1981,97,HJRES141,,1,117,216,Transportation,1006,0,0,0,0
97037,1981,97,HR1100,,1,123,,Defense,1609,0,0,0,0
97038,1981,97,,S547,0,,252,Public Lands,2102,0,0,0,0
97039,1981,97,,S694,0,,204,Defense,1610,0,0,0,0
