Year,MajorTopic,Mood,Congress
1971,Science & Technology,0.3180249353,92
1980,Labor,0.4947378328,96
1971,Government Operations,0.3864877251,92
1971,Government Operations,0.3801332337,92
1971,Government Operations,0.269955541,92
1984,Labor,0.1723990915,98
1985,Labor,0.2644682947,99
1986,Labor,0.0125573494,99
1987,Labor,0.3940994165,100
1988,Labor,0.3104597823,100
1989,Labor,0.156027332,101
1971,Public Lands,0.0032149513,92
1971,Public Lands,0.0511705345,92
1992,Labor,0.3329821827,102
1993,Labor,0.001862973,103
1994,Labor,0.1927825196,103
1995,Labor,0.0506884066,104
1996,Labor,0.3331449583,104
1997,Labor,0.1676468462,105
1998,Labor,0.2911325477,105
1999,Labor,0.1454860321,106
2000,Labor,0.396783101,106
2001,Labor,0.4143801494,107
2002,Labor,0.3769102585,107
2003,Labor,0.059207728,108
2004,Labor,0.4299324636,108
2005,Labor,0.0767321051,109
2006,Labor,0.2221382596,109
2007,Labor,0.2207928119,110
2008,Labor,0.1636139563,110
2009,Labor,0.311017438,111
2010,Labor,0.4804748847,111
2011,Labor,0.1990041937,112
1946,Labor,0.4433334936,79
1971,N/A,0.2996904206,92
1948,Labor,0.4954648149,80
1972,Transportation,0.5772758052,92
1972,Transportation,0.3179190739,92
1972,Transportation,0.0632831364,92
1952,Labor,0.0853897654,82
1953,Labor,0.3385755089,83
1954,Labor,0.2814072143,83
1955,Labor,0.5787126807,84
1956,Labor,0.3989724392,84
1957,Labor,0.1503117235,85
1972,Crime,0.2941521599,92
1972,Crime,0.5028347947,92
1972,Crime,0.5625969889,92
1972,Crime,0.2642731229,92
1972,Crime,0.2886690932,92
1972,Crime,0.2812994744,92
1972,Social Welfare,0.1543505406,92
1972,Social Welfare,0.2472880398,92
1972,Social Welfare,0.0288265042,92
1972,Housing & Development,0.5018572994,92
1972,Domestic Commerce,0.144570904,92
1972,Domestic Commerce,0.1921504859,92
1972,Domestic Commerce,0.5569147125,92
1972,Defense,0.1399792308,92
1972,Science & Technology,0.5868644162,92
1972,Science & Technology,0.0215950104,92
1972,Science & Technology,0.4349880475,92
1975,Labor,0.1990958345,94
1972,Government Operations,0.556918751,92
1972,Government Operations,0.5063032318,92
1972,Government Operations,0.5987470402,92
1979,Labor,0.5888167849,96
1980,Labor,0.3318256676,96
1981,Labor,0.4363542903,97
1982,Labor,0.1249026849,97
1983,Labor,0.4597265033,98
1984,Labor,0.4834476281,98
1972,Public Lands,0.0675119657,92
1972,Public Lands,0.3807348356,92
1987,Labor,0.0589678249,100
1988,Labor,0.4651651562,100
1989,Labor,0.4144002775,101
1990,Labor,0.1800894587,101
1991,Labor,0.0609938051,102
1992,Labor,0.3526220384,102
1993,Labor,0.2024704089,103
1994,Labor,0.3500602072,103
1995,Labor,0.5103730754,104
1996,Labor,0.2395304969,104
1997,Labor,0.5150385085,105
1998,Labor,0.0932994656,105
1999,Labor,0.4901533724,106
2000,Labor,0.0307268638,106
2001,Labor,0.5046874805,107
2002,Labor,0.0266179745,107
2003,Labor,0.4312114961,108
2004,Labor,0.3467412207,108
2005,Labor,0.2563046817,109
2006,Labor,0.4290415119,109
2007,Labor,0.1359845402,110
1972,N/A,0.067053118,92
2009,Labor,0.3679205766,111
1973,Transportation,0.2503956255,93
1973,Transportation,0.1249838062,93
1973,Transportation,0.1640363454,93
1947,Labor,0.2255051303,80
1948,Labor,0.0698915373,80
1949,Labor,0.3843654808,81
1950,Labor,0.5162585886,81
1951,Labor,0.1366797538,82
1952,Labor,0.5346982716,82
1973,Crime,0.0779960316,93
1973,Crime,0.394727391,93
1973,Crime,0.4266380983,93
1973,Crime,0.4215083134,93
1973,Crime,0.3212311702,93
1973,Crime,0.3871493403,93
1973,Social Welfare,0.583253951,93
1973,Social Welfare,0.2638594446,93
1973,Social Welfare,0.0370668258,93
1973,Housing & Development,0.2075464972,93
1973,Domestic Commerce,0.1461337935,93
1973,Domestic Commerce,0.5102315842,93
1973,Domestic Commerce,0.4348450847,93
1973,Defense,0.4301096666,93
1973,Science & Technology,0.3850659876,93
1973,Science & Technology,0.5112479563,93
1973,Science & Technology,0.3895390873,93
1970,Labor,0.5981271379,91
1973,Government Operations,0.0851567566,93
1973,Government Operations,0.3307997071,93
1973,Government Operations,0.194145865,93
1974,Labor,0.3396798194,93
1975,Labor,0.0385364813,94
1976,Labor,0.07468106,94
1977,Labor,0.5703104483,95
1978,Labor,0.3879457745,95
1979,Labor,0.1405741155,96
1973,Public Lands,0.1732112735,93
1973,Public Lands,0.3854016496,93
1982,Labor,0.5400383295,97
1983,Labor,0.5757930338,98
1984,Labor,0.3527480321,98
1985,Labor,0.4159413981,99
1986,Labor,0.1464859135,99
1987,Labor,0.1366157596,100
1988,Labor,0.5951275435,100
1989,Labor,0.2456973274,101
1990,Labor,0.1925077898,101
1991,Labor,0.2176749668,102
1992,Labor,0.2691668559,102
1993,Labor,0.5669142671,103
1994,Labor,0.5499475639,103
1995,Labor,0.5625103575,104
1996,Labor,0.0732471341,104
1997,Labor,0.1243459181,105
1998,Labor,0.4053509764,105
1999,Labor,0.0280221464,106
2000,Labor,0.4767900601,106
2001,Labor,0.2034961165,107
2002,Labor,0.5138714279,107
1973,N/A,0.4839623164,93
2004,Labor,0.5620471768,108
1974,Transportation,0.5835515164,93
1974,Transportation,0.2340988561,93
1974,Transportation,0.272624109,93
2008,Labor,0.0305091729,110
2009,Labor,0.3134002871,111
2010,Labor,0.1551353294,111
2011,Labor,0.1448996816,112
1946,Education,0.3264771345,79
1947,Education,0.1961548953,80
1974,Crime,0.5663016882,93
1974,Crime,0.2773994042,93
1974,Crime,0.017050439,93
1974,Crime,0.5943167725,93
1974,Crime,0.5031490415,93
1974,Crime,0.1362839777,93
1974,Social Welfare,0.0245837313,93
1974,Social Welfare,0.1147960847,93
1974,Social Welfare,0.0959893587,93
1974,Housing & Development,0.1735999803,93
1974,Domestic Commerce,0.2002007336,93
1974,Domestic Commerce,0.408543359,93
1974,Domestic Commerce,0.524557604,93
1974,Defense,0.5272152545,93
1974,Science & Technology,0.5743306812,93
1974,Science & Technology,0.3063757535,93
1974,Science & Technology,0.0825685229,93
1965,Education,0.4202285348,89
1974,Government Operations,0.3037748743,93
1974,Government Operations,0.0716261479,93
1974,Government Operations,0.563347542,93
1969,Education,0.3002184172,91
1970,Education,0.2112373879,91
1971,Education,0.4634007386,92
1972,Education,0.3437285322,92
1973,Education,0.2355835269,93
1974,Education,0.488785907,93
1974,Public Lands,0.4781682481,93
1974,Public Lands,0.2770260796,93
1977,Education,0.1566085282,95
1978,Education,0.2776569308,95
1979,Education,0.2050404503,96
1980,Education,0.1992972768,96
1981,Education,0.2182598921,97
1982,Education,0.4132802614,97
1983,Education,0.3717815881,98
1984,Education,0.1763541819,98
1985,Education,0.0966551225,99
1986,Education,0.3756116035,99
1987,Education,0.3797889048,100
1988,Education,0.2661079342,100
1989,Education,0.5783518945,101
1990,Education,0.4003924872,101
1991,Education,0.5963050361,102
1992,Education,0.1814047178,102
1993,Education,0.1419165682,103
1994,Education,0.3383657909,103
1995,Education,0.1923378235,104
1996,Education,0.379084157,104
1997,Education,0.3942940113,105
1974,N/A,0.5093354051,93
1999,Education,0.0265262699,106
1975,Transportation,0.0600978392,94
1975,Transportation,0.0489820228,94
1975,Transportation,0.283360602,94
2003,Education,0.4031074743,108
2004,Education,0.1853401902,108
2005,Education,0.5270702193,109
2006,Education,0.1116703768,109
2007,Education,0.3333233406,110
2008,Education,0.262437981,110
1975,Crime,0.5148298434,94
1975,Crime,0.3476937528,94
1975,Crime,0.5322531704,94
1975,Crime,0.3172025904,94
1975,Crime,0.2200704006,94
1975,Crime,0.5871723859,94
1975,Social Welfare,0.5648338318,94
1975,Social Welfare,0.4652266955,94
1975,Social Welfare,0.3576618586,94
1975,Housing & Development,0.5179129292,94
1975,Domestic Commerce,0.2333557186,94
1975,Domestic Commerce,0.0477760002,94
1975,Domestic Commerce,0.1148746469,94
1975,Defense,0.2073805257,94
1975,Science & Technology,0.3855922402,94
1975,Science & Technology,0.5862938049,94
1975,Science & Technology,0.2009734749,94
1960,Education,0.4105630795,86
1975,Government Operations,0.2909660287,94
1975,Government Operations,0.529326046,94
1975,Government Operations,0.0508486706,94
1964,Education,0.0291978009,88
1965,Education,0.5603040325,89
1966,Education,0.3820040898,89
1967,Education,0.232673625,90
1968,Education,0.0721633937,90
1969,Education,0.3345233774,91
1975,Public Lands,0.4403676746,94
1975,Public Lands,0.2839006344,94
1972,Education,0.4933194324,92
1973,Education,0.3795511039,93
1974,Education,0.1830941142,93
1975,Education,0.5743426085,94
1976,Education,0.2663928852,94
1977,Education,0.4043292123,95
1978,Education,0.1758455714,95
1979,Education,0.5138937165,96
1980,Education,0.563409103,96
1981,Education,0.3210894308,97
1982,Education,0.3656276741,97
1983,Education,0.345687068,98
1984,Education,0.0241456852,98
1985,Education,0.3830115992,99
1986,Education,0.2115391519,99
1987,Education,0.3621141579,100
1988,Education,0.5317044443,100
1989,Education,0.1343795836,101
1990,Education,0.469409886,101
1991,Education,0.220592963,102
1992,Education,0.1645287132,102
1975,N/A,0.3900649164,94
1994,Education,0.2924138251,103
1976,Transportation,0.5903264419,94
1976,Transportation,0.5738017597,94
1976,Transportation,0.1907093582,94
1998,Education,0.5101388489,105
1999,Education,0.5903713512,106
2000,Education,0.1357680064,106
2001,Education,0.104377188,107
2002,Education,0.4067114176,107
2003,Education,0.1911915973,108
1976,Crime,0.0875067889,94
1976,Crime,0.564634592,94
1976,Crime,0.1833674101,94
1976,Crime,0.2291331789,94
1976,Crime,0.1387520395,94
1976,Crime,0.4457188061,94
1976,Social Welfare,0.5057848987,94
1976,Social Welfare,0.0080655048,94
1976,Social Welfare,0.3991188676,94
1976,Housing & Development,0.4180698286,94
1976,Domestic Commerce,0.3621794705,94
1976,Domestic Commerce,0.0672753892,94
1976,Domestic Commerce,0.1394489501,94
1976,Defense,0.2737147531,94
1976,Science & Technology,0.5485564313,94
1976,Science & Technology,0.1679990576,94
1976,Science & Technology,0.130906011,94
1955,Education,0.288648752,84
1976,Government Operations,0.1802345425,94
1976,Government Operations,0.0634088154,94
1976,Government Operations,0.1985063211,94
1959,Education,0.2046493463,86
1960,Education,0.1590735476,86
1961,Education,0.4339520009,87
1962,Education,0.3897294117,87
1963,Education,0.4333575716,88
1964,Education,0.1530123248,88
1976,Public Lands,0.0531176108,94
1976,Public Lands,0.4557182961,94
1967,Education,0.2721668958,90
1968,Education,0.598022299,90
1969,Education,0.3997837935,91
1970,Education,0.5708415981,91
1971,Education,0.4696446691,92
1972,Education,0.343868247,92
1973,Education,0.5427377965,93
1974,Education,0.5300636334,93
1975,Education,0.5739537549,94
1976,Education,0.5737650404,94
1977,Education,0.0667315127,95
1978,Education,0.5241837948,95
1979,Education,0.3569017661,96
1980,Education,0.5409079994,96
1981,Education,0.183154086,97
1982,Education,0.567557784,97
1983,Education,0.0318523403,98
1984,Education,0.3636484557,98
1985,Education,0.3164177504,99
1986,Education,0.0736512506,99
1987,Education,0.1955809581,100
1976,N/A,0.3211804355,94
1989,Education,0.104581423,101
1977,Transportation,0.2381021381,95
1977,Transportation,0.2399158954,95
1977,Transportation,0.4727871876,95
1993,Education,0.1463256808,103
1994,Education,0.2362481075,103
1995,Education,0.3742486384,104
1996,Education,0.2362738371,104
1997,Education,0.4598967062,105
1998,Education,0.2302214912,105
1977,Crime,0.1708144737,95
1977,Crime,0.0095986158,95
1977,Crime,0.0008323346,95
1977,Crime,0.2122354382,95
1977,Crime,0.0407774592,95
1977,Crime,0.5526593374,95
1977,Social Welfare,0.1840428524,95
1977,Social Welfare,0.4380567641,95
1977,Social Welfare,0.1653693967,95
1977,Housing & Development,0.2468831447,95
1977,Domestic Commerce,0.4094357582,95
1977,Domestic Commerce,0.110381203,95
1977,Domestic Commerce,0.5915771419,95
1977,Defense,0.1848592767,95
1977,Science & Technology,0.3013711665,95
1977,Science & Technology,0.5498989199,95
1977,Science & Technology,0.058472023,95
1950,Environment,0.1592347562,81
1977,Government Operations,0.2794215137,95
1977,Government Operations,0.2714972891,95
1977,Government Operations,0.0151151424,95
1954,Environment,0.0043941701,83
1955,Environment,0.2360156957,84
1956,Environment,0.0973459719,84
1957,Environment,0.4381093712,85
1958,Environment,0.4128143195,85
1959,Environment,0.2090737113,86
1977,Public Lands,0.1260528569,95
1977,Public Lands,0.2226191198,95
1962,Environment,0.0356256298,87
1963,Environment,0.0705529603,88
1964,Environment,0.4642260898,88
1965,Environment,0.149671103,89
1966,Environment,0.5260402536,89
1967,Environment,0.1140353359,90
1968,Environment,0.4111756786,90
1969,Environment,0.028025819,91
1970,Environment,0.5074829815,91
1971,Environment,0.4883319079,92
1972,Environment,0.4493303587,92
1973,Environment,0.3494370676,93
1974,Environment,0.0601004137,93
1975,Environment,0.3521524886,94
1976,Environment,0.3023656887,94
1977,Environment,0.1424168198,95
1978,Environment,0.2796077063,95
1979,Environment,0.2876777957,96
1980,Environment,0.0791667523,96
1981,Environment,0.1874722612,97
1982,Environment,0.0229268625,97
1977,N/A,0.3516559976,95
1984,Environment,0.3368906327,98
1978,Transportation,0.4257996613,95
1978,Transportation,0.3345443336,95
1978,Transportation,0.2748076002,95
1988,Environment,0.1762857547,100
1989,Environment,0.29962578,101
1990,Environment,0.218035106,101
1991,Environment,0.5646409197,102
1992,Environment,0.563138512,102
1993,Environment,0.2975233518,103
1978,Crime,0.2320949737,95
1978,Crime,0.3332553325,95
1978,Crime,0.4056674924,95
1978,Crime,0.5181161825,95
1978,Crime,0.4185761246,95
1978,Crime,0.140394908,95
1978,Social Welfare,0.0475081281,95
1978,Social Welfare,0.5529904372,95
1978,Social Welfare,0.1560128172,95
1978,Housing & Development,0.1395196086,95
1978,Domestic Commerce,0.5154483321,95
1978,Domestic Commerce,0.0727897978,95
1978,Domestic Commerce,0.4379839797,95
1978,Defense,0.3004213068,95
1978,Science & Technology,0.0161102478,95
1978,Science & Technology,0.1007430513,95
1978,Science & Technology,0.5829635758,95
2011,Environment,0.1973356735,112
1978,Government Operations,0.5200487451,95
1978,Government Operations,0.5038705992,95
1978,Government Operations,0.2601459836,95
1949,Environment,0.4129233184,81
1950,Environment,0.2482714794,81
1951,Environment,0.5235915331,82
1952,Environment,0.2102290241,82
1953,Environment,0.3798295442,83
1954,Environment,0.2915201093,83
1978,Public Lands,0.5720143026,95
1978,Public Lands,0.2815086315,95
1957,Environment,0.310112873,85
1958,Environment,0.3712785304,85
1959,Environment,0.062136285,86
1960,Environment,0.489628574,86
1961,Environment,0.3380172884,87
1962,Environment,0.0812010246,87
1963,Environment,0.364435716,88
1964,Environment,0.13206702,88
1965,Environment,0.4517492241,89
1966,Environment,0.0526240573,89
1967,Environment,0.0225076278,90
1968,Environment,0.137745557,90
1969,Environment,0.5983218599,91
1970,Environment,0.1092817465,91
1971,Environment,0.5681605215,92
1972,Environment,0.3191036324,92
1973,Environment,0.0840673432,93
1974,Environment,0.5755967622,93
1975,Environment,0.1939962237,94
1976,Environment,0.2635836017,94
1977,Environment,0.0554837943,95
1978,N/A,0.3123633444,95
1979,Environment,0.1127160268,96
1979,Transportation,0.2893264149,96
1979,Transportation,0.1602945433,96
1979,Transportation,0.2059241183,96
1983,Environment,0.1721543267,98
1984,Environment,0.5635753858,98
1985,Environment,0.0452342515,99
1986,Environment,0.4877566353,99
1987,Environment,0.4436789683,100
1988,Environment,0.2751066045,100
1979,Crime,0.5537714557,96
1979,Crime,0.494125135,96
1979,Crime,0.2431092103,96
1979,Crime,0.2271111605,96
1979,Crime,0.372557596,96
1979,Crime,0.5150144742,96
1979,Social Welfare,0.2418600787,96
1979,Social Welfare,0.5518515013,96
1979,Social Welfare,0.3618033221,96
1979,Housing & Development,0.29084804,96
1979,Domestic Commerce,0.0268358081,96
1979,Domestic Commerce,0.3187022763,96
1979,Domestic Commerce,0.2212245677,96
1979,Defense,0.5547139524,96
1979,Science & Technology,0.3766401014,96
1979,Science & Technology,0.5982513145,96
1979,Science & Technology,0.2439520462,96
2006,Environment,0.1064253017,109
1979,Government Operations,0.2480469569,96
1979,Government Operations,0.457752146,96
1979,Government Operations,0.4071626549,96
2010,Environment,0.5074766748,111
2011,Environment,0.3628427362,112
1946,Energy,0.1224161592,79
1947,Energy,0.4358678344,80
1948,Energy,0.4593292712,80
1949,Energy,0.2241077616,81
1979,Public Lands,0.2166873581,96
1979,Public Lands,0.564815926,96
1952,Energy,0.2727918499,82
1953,Energy,0.331262484,83
1954,Energy,0.3453209811,83
1955,Energy,0.4657353019,84
1956,Energy,0.3942347052,84
1957,Energy,0.2180863373,85
1958,Energy,0.0820436108,85
1959,Energy,0.2078470799,86
1960,Energy,0.1046511279,86
1961,Energy,0.034115558,87
1962,Energy,0.4486350494,87
1963,Energy,0.120377271,88
1964,Energy,0.5716917954,88
1965,Energy,0.3149549849,89
1966,Energy,0.212680467,89
1967,Energy,0.3306821962,90
1968,Energy,0.1107071918,90
1969,Energy,0.3514613825,91
1970,Energy,0.2312518317,91
1971,Energy,0.1880984463,92
1972,Energy,0.0492010291,92
1979,N/A,0.3259974107,96
1974,Energy,0.0572610524,93
1980,Transportation,0.1743412453,96
1980,Transportation,0.4336902381,96
1980,Transportation,0.5794128358,96
1978,Energy,0.0172215446,95
1979,Energy,0.154103812,96
1980,Energy,0.1194183597,96
1981,Energy,0.1104118585,97
1982,Energy,0.236706758,97
1983,Energy,0.0902243592,98
1980,Crime,0.3191884973,96
1980,Crime,0.2205129322,96
1980,Crime,0.2264575357,96
1980,Crime,0.1690742803,96
1980,Crime,0.3821051687,96
1980,Crime,0.3879904918,96
1980,Social Welfare,0.0874843826,96
1980,Social Welfare,0.4313615449,96
1980,Social Welfare,0.2159006241,96
1980,Housing & Development,0.1377595204,96
1980,Domestic Commerce,0.4800690281,96
1980,Domestic Commerce,0.587800574,96
1980,Domestic Commerce,0.1824576063,96
1980,Defense,0.1977978731,96
1980,Science & Technology,0.3629118914,96
1980,Science & Technology,0.5557566608,96
1980,Science & Technology,0.1475130316,96
2001,Energy,0.2831900154,107
1980,Government Operations,0.2679986818,96
1980,Government Operations,0.4491716572,96
1980,Government Operations,0.1414707477,96
2005,Energy,0.593509689,109
2006,Energy,0.1151733235,109
2007,Energy,0.1889509395,110
2008,Energy,0.2138194599,110
2009,Energy,0.370451049,111
2010,Energy,0.226092266,111
1980,Public Lands,0.464290346,96
1980,Public Lands,0.2979363352,96
1947,Energy,0.24906902,80
1948,Energy,0.313658766,80
1949,Energy,0.439161534,81
1950,Energy,0.4720219335,81
1951,Energy,0.0343220114,82
1952,Energy,0.2761264348,82
1953,Energy,0.5045194443,83
1954,Energy,0.3545195834,83
1955,Energy,0.450042536,84
1956,Energy,0.4998479867,84
1957,Energy,0.3197588556,85
1958,Energy,0.4162243541,85
1959,Energy,0.3849482968,86
1960,Energy,0.524231424,86
1961,Energy,0.4873226848,87
1962,Energy,0.0994575675,87
1963,Energy,0.3485496876,88
1964,Energy,0.1325796444,88
1965,Energy,0.1864440899,89
1966,Energy,0.0477554913,89
1967,Energy,0.3250773561,90
1980,N/A,0.1466231934,96
1969,Energy,0.0062944869,91
1981,Transportation,0.2105928208,97
1981,Transportation,0.1849514896,97
1981,Transportation,0.1129912969,97
1973,Energy,0.288087851,93
1974,Energy,0.5417833528,93
1975,Energy,0.0480982568,94
1976,Energy,0.5246322085,94
1977,Energy,0.1607734578,95
1978,Energy,0.2093744207,95
1981,Crime,0.398987108,97
1981,Crime,0.2772465893,97
1981,Crime,0.3655126156,97
1981,Crime,0.0452571231,97
1981,Crime,0.5181290047,97
1981,Crime,0.2076401906,97
1981,Social Welfare,0.25418408,97
1981,Social Welfare,0.026358076,97
1981,Social Welfare,0.3299810129,97
1981,Housing & Development,0.517977299,97
1981,Domestic Commerce,0.0628638911,97
1981,Domestic Commerce,0.1613911369,97
1981,Domestic Commerce,0.0611396202,97
1981,Defense,0.5674128114,97
1981,Science & Technology,0.0959296915,97
1981,Science & Technology,0.1686020943,97
1981,Science & Technology,0.5786157562,97
1996,Energy,0.2843728776,104
1981,Government Operations,0.4831898024,97
1981,Government Operations,0.3787345669,97
1981,Government Operations,0.2925679819,97
2000,Energy,0.1797382752,106
2001,Energy,0.1029960107,107
2002,Energy,0.1896499265,107
2003,Energy,0.4248274772,108
2004,Energy,0.3149755092,108
2005,Energy,0.4523694155,109
1981,Public Lands,0.5293719801,97
1981,Public Lands,0.2826281274,97
2008,Energy,0.3597225746,110
2009,Energy,0.3250765726,111
2010,Energy,0.0874794648,111
2011,Energy,0.4335721242,112
1946,Energy,0.381641376,79
1947,Energy,0.0711156756,80
1948,Energy,0.213601101,80
1949,Energy,0.0289806496,81
1950,Energy,0.3046200089,81
1951,Energy,0.1571008413,82
1952,Energy,0.1242825988,82
1953,Energy,0.2345348144,83
1954,Energy,0.2336056039,83
1955,Energy,0.1839790894,84
1956,Energy,0.4776862064,84
1957,Energy,0.0759959252,85
1958,Energy,0.0530443527,85
1959,Energy,0.2678583704,86
1960,Energy,0.3554936761,86
1961,Energy,0.1506487675,87
1962,Energy,0.2111317893,87
1981,N/A,0.2744196614,97
1964,Energy,0.1694431914,88
1982,Transportation,0.5442310332,97
1982,Transportation,0.0377434207,97
1982,Transportation,0.1890275473,97
1968,Energy,0.0390183746,90
1969,Energy,0.176256515,91
1970,Energy,0.2804413574,91
1971,Energy,0.0680006752,92
1972,Energy,0.5498999624,92
1973,Energy,0.4207811667,93
1982,Crime,0.3383501143,97
1982,Crime,0.1363972118,97
1982,Crime,0.4287307907,97
1982,Crime,0.1989424467,97
1982,Crime,0.0671925924,97
1982,Crime,0.2322609801,97
1982,Social Welfare,0.5857789027,97
1982,Social Welfare,0.5761803876,97
1982,Social Welfare,0.4683000552,97
1982,Housing & Development,0.4393383924,97
1982,Domestic Commerce,0.2447288497,97
1982,Domestic Commerce,0.4504486482,97
1982,Domestic Commerce,0.1262598102,97
1982,Defense,0.2533349204,97
1982,Science & Technology,0.5012306118,97
1982,Science & Technology,0.593278824,97
1982,Science & Technology,0.5893513002,97
1991,Energy,0.5942406403,102
1982,Government Operations,0.1979412512,97
1982,Government Operations,0.1006616693,97
1982,Government Operations,0.3684544104,97
1995,Energy,0.0976327911,104
1996,Energy,0.5498269182,104
1997,Energy,0.1983956835,105
1998,Energy,0.5744093259,105
1999,Energy,0.3173330538,106
2000,Energy,0.1757851496,106
1982,Public Lands,0.4728286569,97
1982,Public Lands,0.4049137205,97
2003,Energy,0.3915491836,108
2004,Energy,0.023325095,108
2005,Energy,0.3856671344,109
2006,Energy,0.0364896519,109
2007,Energy,0.2204022432,110
2008,Energy,0.3425965029,110
2009,Energy,0.2149122662,111
2010,Energy,0.0209153942,111
2011,Energy,0.4062238409,112
1946,Immigration,0.4545225043,79
1947,Immigration,0.2074866249,80
1948,Immigration,0.502770557,80
1949,Immigration,0.0088435797,81
1950,Immigration,0.395060911,81
1951,Immigration,0.1493443669,82
1952,Immigration,0.0384869013,82
1953,Immigration,0.5273279904,83
1954,Immigration,0.1785210681,83
1955,Immigration,0.0354262481,84
1956,Immigration,0.4733982413,84
1957,Immigration,0.4559707009,85
1982,N/A,0.2663002734,97
1959,Immigration,0.0212129795,86
1983,Transportation,0.0481299977,98
1983,Transportation,0.3718424102,98
1983,Transportation,0.4954983038,98
1963,Immigration,0.0913094504,88
1964,Immigration,0.048782099,88
1965,Immigration,0.3040314123,89
1966,Immigration,0.2628249886,89
1967,Immigration,0.2413592914,90
1968,Immigration,0.4808963446,90
1983,Crime,0.4715618938,98
1983,Crime,0.2356936789,98
1983,Crime,0.0699841948,98
1983,Crime,0.0062517761,98
1983,Crime,0.4765826912,98
1983,Crime,0.1758257441,98
1983,Social Welfare,0.2162347844,98
1983,Social Welfare,0.5395284224,98
1983,Social Welfare,0.1598389332,98
1983,Housing & Development,0.4958843075,98
1983,Domestic Commerce,0.3312532606,98
1983,Domestic Commerce,0.4019272182,98
1983,Domestic Commerce,0.4941607305,98
1983,Defense,0.2833588683,98
1983,Science & Technology,0.3836277639,98
1983,Science & Technology,0.3251288596,98
1983,Science & Technology,0.475294005,98
1986,Immigration,0.031467809,99
1983,Government Operations,0.012456258,98
1983,Government Operations,0.3626928634,98
1983,Government Operations,0.4999191477,98
1990,Immigration,0.0145728721,101
1991,Immigration,0.2124563355,102
1992,Immigration,0.5624217445,102
1993,Immigration,0.1940870211,103
1994,Immigration,0.4150204694,103
1995,Immigration,0.3931323601,104
1983,Public Lands,0.1069925094,98
1983,Public Lands,0.3449223986,98
1998,Immigration,0.5938242396,105
1999,Immigration,0.4834050643,106
2000,Immigration,0.3969880115,106
2001,Immigration,0.5198292425,107
2002,Immigration,0.0722423418,107
2003,Immigration,0.5209055107,108
2004,Immigration,0.0886929568,108
2005,Immigration,0.2109894312,109
2006,Immigration,0.2727859152,109
2007,Immigration,0.4249075575,110
2008,Immigration,0.0541614802,110
2009,Immigration,0.0161132022,111
2010,Immigration,0.0197042177,111
2011,Immigration,0.069969326,112
1983,N/A,0.4021084751,98
1984,Transportation,0.0571593927,98
1984,Transportation,0.2534830175,98
1984,Transportation,0.332179237,98
1984,Crime,0.3027083019,98
1984,Crime,0.3738756072,98
1984,Crime,0.0886425802,98
1984,Crime,0.2518008308,98
1984,Crime,0.5142152964,98
1984,Crime,0.0721788166,98
1984,Social Welfare,0.090658787,98
1984,Social Welfare,0.3650703672,98
1984,Social Welfare,0.3729115353,98
1984,Housing & Development,0.0278281847,98
1984,Domestic Commerce,0.3644811795,98
1984,Domestic Commerce,0.4826512875,98
1984,Domestic Commerce,0.0196232101,98
1984,Defense,0.0968790207,98
1984,Science & Technology,0.1062325831,98
1984,Science & Technology,0.5017772995,98
1984,Science & Technology,0.3852446907,98
1984,Government Operations,0.2718523462,98
1984,Government Operations,0.0943630408,98
1984,Government Operations,0.1958550876,98
1984,Public Lands,0.1152544541,98
1984,Public Lands,0.2675956559,98
1984,N/A,0.368912662,98
1985,Transportation,0.4979534292,99
1985,Transportation,0.3729313616,99
1985,Transportation,0.5161210288,99
1985,Crime,0.5369983217,99
1985,Crime,0.3082091251,99
1985,Crime,0.4179192297,99
1985,Crime,0.0483307548,99
1985,Crime,0.0571029904,99
1985,Crime,0.4516632951,99
1985,Social Welfare,0.0136929546,99
1985,Social Welfare,0.3109646055,99
1985,Social Welfare,0.2771015452,99
1985,Housing & Development,0.0010958015,99
1985,Domestic Commerce,0.2517581916,99
1985,Domestic Commerce,0.3049209678,99
1985,Domestic Commerce,0.4263514094,99
1985,Defense,0.5282066302,99
1985,Science & Technology,0.4791575434,99
1985,Science & Technology,0.3640216703,99
1985,Science & Technology,0.5924167664,99
1985,Government Operations,0.1359882552,99
1985,Government Operations,0.1709517537,99
1985,Government Operations,0.2460775298,99
1985,Public Lands,0.1598068422,99
1985,Public Lands,0.5763969597,99
1985,N/A,0.0707534585,99
1986,Transportation,0.082712484,99
1986,Transportation,0.4237829686,99
1986,Transportation,0.2694548993,99
1986,Crime,0.5634436973,99
1986,Crime,0.477220153,99
1986,Crime,0.2708304346,99
1986,Crime,0.0642893063,99
1986,Crime,0.3334912823,99
1986,Crime,0.3341201734,99
1986,Social Welfare,0.1987249989,99
1986,Social Welfare,0.4615148723,99
1986,Social Welfare,0.5914911059,99
1986,Housing & Development,0.429683907,99
1986,Domestic Commerce,0.5225742995,99
1986,Domestic Commerce,0.4021529151,99
1986,Domestic Commerce,0.1264931754,99
1986,Defense,0.2336446781,99
1986,Science & Technology,0.3064648345,99
1986,Science & Technology,0.0853801127,99
1986,Science & Technology,0.1717527473,99
1986,Government Operations,0.1353402595,99
1986,Government Operations,0.0861060046,99
1986,Government Operations,0.0715757225,99
1986,Public Lands,0.1742365954,99
1986,Public Lands,0.1292165848,99
